1500 steps, 10000 repititions, hazard 0.030000, tr 24
clutch size	1	2	3	4	5	6	7	8	9	10	11
R408		37	34	41	24	47	32	46	44	36	46	35
R409		38	41	37	40	32	41	38	35	43	46	43
R410		35	32	39	44	35	40	50	38	42	46	40
R411		39	43	45	44	35	37	37	35	46	40	44
R412		34	37	39	37	35	46	31	38	37	47	47
R413		38	37	42	37	34	45	32	34	44	44	49
R414		39	34	37	33	43	41	33	44	36	40	24
R415		43	45	40	42	39	45	31	45	42	39	39
R416		41	43	40	34	32	37	44	42	36	38	31
R417		41	32	41	33	27	34	44	44	44	46	38
R418		36	50	37	37	33	42	34	48	36	36	41
R419		40	39	38	35	41	42	38	39	50	33	36
R420		37	37	37	39	35	47	36	47	36	39	32
R421		39	43	41	44	41	40	42	39	26	32	41
R422		35	39	31	41	38	42	41	34	33	34	35
R423		34	40	35	45	39	41	44	30	48	36	51
R424		41	46	32	43	31	41	34	42	32	43	45
R425		42	35	47	51	39	34	40	37	38	40	49
R426		35	34	42	36	38	33	42	36	46	34	47
R427		33	36	33	36	41	41	38	42	27	45	41
R428		37	38	42	44	40	36	39	33	35	36	31
R429		42	38	47	47	34	37	42	36	40	44	43
R430		37	39	44	39	36	39	39	39	44	35	46
R431		40	39	38	43	47	43	44	33	48	44	30
R432		39	38	34	44	37	47	53	32	40	48	33
R433		33	46	39	46	31	44	37	48	55	33	35
R434		42	39	37	40	30	40	35	48	37	30	36
R435		38	38	38	38	39	45	38	39	31	35	29
R436		36	43	37	40	35	39	42	28	43	42	26
R437		38	38	40	23	44	46	29	32	45	47	38
R438		42	39	45	47	40	42	28	28	45	39	38
R439		34	40	37	27	41	39	51	41	44	46	45
R440		46	46	37	45	35	37	47	39	41	41	36
R441		42	42	40	40	48	41	46	44	30	38	39
R442		38	37	44	39	39	49	32	34	43	32	32
R443		36	41	37	46	40	31	44	48	36	36	35
R444		39	35	45	44	34	44	41	39	39	50	50
R445		36	42	44	38	37	32	33	41	39	46	43
R446		40	31	37	36	32	41	38	41	28	31	39
R447		40	45	44	28	44	35	36	37	40	34	32
R448		37	36	39	44	32	35	42	42	47	32	33
R449		40	41	41	41	40	42	36	41	42	43	40
R450		37	41	42	35	42	42	41	28	31	43	46
R451		38	41	44	41	42	35	38	39	41	37	40
R452		44	40	45	32	38	41	36	47	42	42	37
R453		36	35	42	38	46	42	35	43	52	29	51
R454		43	41	40	35	30	37	40	41	47	40	48
R455		38	38	35	36	46	40	45	40	48	43	41
R456		39	41	31	39	40	40	47	35	47	41	46
R457		36	39	36	35	45	35	39	28	32	36	40
R458		44	42	41	37	38	45	39	45	38	38	39
R459		44	35	38	44	41	43	47	44	47	43	33
R460		41	39	43	39	40	44	44	37	40	32	35
R461		38	39	32	46	47	38	46	44	42	38	49
R462		48	43	41	41	35	32	40	34	31	42	43
R463		36	44	41	38	47	50	36	41	38	30	35
R464		41	39	45	44	37	42	45	44	41	33	40
R465		34	43	43	35	44	42	38	43	42	44	31
R466		41	45	46	37	38	28	40	25	36	36	45
R467		40	40	42	43	31	30	43	33	49	41	38
R468		44	40	39	45	41	39	33	43	32	38	40
R469		36	40	37	33	44	37	34	40	42	43	45
R470		42	38	37	40	34	33	44	36	41	30	43
R471		35	41	39	40	49	27	43	38	47	45	36
R472		43	34	36	40	41	41	37	37	44	34	35
R473		41	41	45	33	41	37	42	43	39	32	49
R474		42	41	29	40	33	45	42	33	25	40	35
R475		38	41	40	41	37	26	43	41	36	48	40
R476		40	38	40	39	51	45	41	39	47	34	36
R477		40	44	41	35	41	39	40	37	34	52	53
R478		35	42	37	35	40	44	43	40	42	42	40
R479		37	47	42	45	36	36	32	38	43	48	40
R480		38	42	35	43	35	47	34	36	41	34	45
R481		41	43	42	44	48	44	37	45	39	41	50
R482		39	40	35	42	39	36	33	31	32	30	43
R483		39	39	34	30	37	41	51	47	44	35	46
R484		37	38	43	40	36	50	42	43	42	47	41
R485		42	41	36	44	34	38	40	51	40	31	46
R486		40	36	44	36	45	37	49	33	36	29	36
R487		39	41	36	47	37	46	33	47	37	44	44
R488		35	38	44	42	45	36	40	36	35	50	40
R489		34	39	41	31	39	28	43	44	44	40	36
R490		37	42	40	29	31	41	37	41	32	40	38
R491		40	32	43	53	42	37	34	37	45	33	38
R492		43	38	34	43	42	32	49	41	28	38	44
R493		32	40	36	34	40	45	41	38	31	33	46
R494		39	42	48	33	39	39	46	43	35	53	52
R495		40	45	38	46	40	44	36	45	39	35	39
R496		38	39	38	33	33	34	35	37	48	27	32
R497		39	43	40	36	45	43	44	33	41	44	45
R498		44	41	40	39	44	43	37	49	27	39	37
R499		44	42	34	38	50	35	46	37	37	40	42
R500		38	39	40	37	37	35	38	38	41	44	33
R501		43	37	36	46	39	36	44	33	38	47	49
R502		39	38	38	45	44	33	41	39	35	34	34
R503		40	39	45	45	43	39	38	15	43	36	32
R504		38	41	41	38	39	36	40	44	42	47	35
R505		45	33	35	40	40	48	32	42	43	45	46
R506		43	43	42	39	35	45	40	39	35	33	33
R507		35	40	39	38	34	44	46	39	43	38	42
R508		38	47	35	34	36	36	40	29	38	41	46
R509		36	44	47	45	44	45	39	30	36	33	32
R510		36	34	43	35	33	52	44	42	39	45	41
R511		43	39	45	41	38	37	31	37	33	34	41
R512		36	47	41	41	44	33	39	28	24	47	44
R513		36	44	38	32	37	39	35	34	46	42	45
R514		38	37	36	37	47	38	29	42	45	44	44
R515		36	37	37	29	44	36	36	48	44	40	24
R516		41	43	34	38	38	49	41	33	28	50	33
R517		42	44	45	43	43	41	47	33	40	26	40
R518		45	45	33	40	40	43	39	44	30	47	46
R519		40	40	34	35	40	39	38	41	41	36	33
R520		42	40	37	44	40	46	47	37	39	36	32
R521		39	42	40	43	46	39	45	32	39	41	38
R522		40	34	45	39	44	38	30	39	28	47	51
